INFO:__main__:Trial 0 - RMSE: 379.11740793147146, Hyperparameters: {'n_estimators': 669, 'learning_rate': 0.6513783392473295, 'num_leaves': 99, 'max_depth': 16, 'subsample': 0.27684012622535126, 'colsample_bytree': 0.6125087766971721, 'reg_alpha': 0.8645998819997258, 'reg_lambda': 0.4562937148715832, 'min_split_gain': 62.5272760085831}
INFO:__main__:Trial 1 - RMSE: 208.27561997748617, Hyperparameters: {'n_estimators': 368, 'learning_rate': 0.7089708860992965, 'num_leaves': 121, 'max_depth': 1, 'subsample': 0.6172067828434139, 'colsample_bytree': 0.8168205818571019, 'reg_alpha': 0.035610656916849046, 'reg_lambda': 0.6275796950749437, 'min_split_gain': 42.75280979151258}
INFO:__main__:Trial 2 - RMSE: 390.134530982449, Hyperparameters: {'n_estimators': 465, 'learning_rate': 0.987978379183169, 'num_leaves': 46, 'max_depth': 4, 'subsample': 0.11093759718042845, 'colsample_bytree': 0.729947643238267, 'reg_alpha': 0.70565574715805, 'reg_lambda': 0.8068267738511556, 'min_split_gain': 36.71098653688582}
INFO:__main__:Trial 3 - RMSE: 329.5955173172225, Hyperparameters: {'n_estimators': 684, 'learning_rate': 0.2606104180223892, 'num_leaves': 62, 'max_depth': 14, 'subsample': 0.8174446610090838, 'colsample_bytree': 0.561993199034335, 'reg_alpha': 0.34474172612632253, 'reg_lambda': 0.11487832727769287, 'min_split_gain': 93.61534780185035}
INFO:__main__:Trial 4 - RMSE: 294.99790713211803, Hyperparameters: {'n_estimators': 923, 'learning_rate': 0.2751313785310546, 'num_leaves': 16, 'max_depth': 74, 'subsample': 0.31426192049617685, 'colsample_bytree': 0.3435208405014026, 'reg_alpha': 0.7789448300627141, 'reg_lambda': 0.8440366763190402, 'min_split_gain': 53.53870463540226}
INFO:__main__:Trial 5 - RMSE: 346.79856561187734, Hyperparameters: {'n_estimators': 912, 'learning_rate': 0.4352684671217431, 'num_leaves': 99, 'max_depth': 76, 'subsample': 0.9403103700113059, 'colsample_bytree': 0.4451847341858697, 'reg_alpha': 0.47770995188572885, 'reg_lambda': 0.8116693340923495, 'min_split_gain': 59.59340943702746}
INFO:__main__:Trial 6 - RMSE: 350.8416989924531, Hyperparameters: {'n_estimators': 928, 'learning_rate': 0.5051875785698766, 'num_leaves': 26, 'max_depth': 40, 'subsample': 0.34103734906720906, 'colsample_bytree': 0.3626251027271491, 'reg_alpha': 0.17181482759363886, 'reg_lambda': 0.09256172542539642, 'min_split_gain': 88.50852192614029}
INFO:__main__:Trial 7 - RMSE: 262.7435965758434, Hyperparameters: {'n_estimators': 221, 'learning_rate': 0.002026731080584822, 'num_leaves': 146, 'max_depth': 99, 'subsample': 0.2955874520501989, 'colsample_bytree': 0.8707356266961014, 'reg_alpha': 0.9979875299876512, 'reg_lambda': 0.08176880441569863, 'min_split_gain': 26.312820573972544}
INFO:__main__:Trial 8 - RMSE: 319.4247862543925, Hyperparameters: {'n_estimators': 514, 'learning_rate': 0.1527558275192961, 'num_leaves': 116, 'max_depth': 91, 'subsample': 0.08822646474064781, 'colsample_bytree': 0.7331396095690602, 'reg_alpha': 0.5803733514255909, 'reg_lambda': 0.0145879394412616, 'min_split_gain': 43.02131532229485}
INFO:__main__:Trial 9 - RMSE: 314.129327006607, Hyperparameters: {'n_estimators': 291, 'learning_rate': 0.5830451066249022, 'num_leaves': 36, 'max_depth': 17, 'subsample': 0.394248340642604, 'colsample_bytree': 0.19326093344237966, 'reg_alpha': 0.706353933903444, 'reg_lambda': 0.43105315726732296, 'min_split_gain': 57.648957429384026}
INFO:__main__:Trial 10 - RMSE: 390.18207072430937, Hyperparameters: {'n_estimators': 116, 'learning_rate': 0.8550665477675372, 'num_leaves': 150, 'max_depth': 41, 'subsample': 0.6535601690652889, 'colsample_bytree': 0.9963182886437271, 'reg_alpha': 0.057285147620852975, 'reg_lambda': 0.6349304839647555, 'min_split_gain': 2.4103170093427195}
INFO:__main__:Trial 11 - RMSE: 389.71544032367063, Hyperparameters: {'n_estimators': 266, 'learning_rate': 0.7558536198740017, 'num_leaves': 149, 'max_depth': 65, 'subsample': 0.5963619889002604, 'colsample_bytree': 0.9980674523455307, 'reg_alpha': 0.9960105106930267, 'reg_lambda': 0.28523590568315205, 'min_split_gain': 23.452480745960735}
INFO:__main__:Trial 12 - RMSE: 240.75796635508212, Hyperparameters: {'n_estimators': 327, 'learning_rate': 0.0017760042493813832, 'num_leaves': 127, 'max_depth': 94, 'subsample': 0.5088009173108516, 'colsample_bytree': 0.8177544007407251, 'reg_alpha': 0.26382062363504366, 'reg_lambda': 0.6134110294315245, 'min_split_gain': 17.46267153365817}
INFO:__main__:Trial 13 - RMSE: 354.2305989284136, Hyperparameters: {'n_estimators': 397, 'learning_rate': 0.42590130648736046, 'num_leaves': 120, 'max_depth': 53, 'subsample': 0.7222075882777582, 'colsample_bytree': 0.785550281445606, 'reg_alpha': 0.23926784998213724, 'reg_lambda': 0.6690503034616461, 'min_split_gain': 5.419078918511714}
INFO:__main__:Trial 14 - RMSE: 384.933435630976, Hyperparameters: {'n_estimators': 395, 'learning_rate': 0.7317935195226233, 'num_leaves': 81, 'max_depth': 32, 'subsample': 0.4907809814215454, 'colsample_bytree': 0.8560159263150365, 'reg_alpha': 0.03898634810428586, 'reg_lambda': 0.9791785298484758, 'min_split_gain': 19.217984512500255}
INFO:__main__:Trial 15 - RMSE: 218.16255427877684, Hyperparameters: {'n_estimators': 611, 'learning_rate': 0.018900421535930568, 'num_leaves': 125, 'max_depth': 57, 'subsample': 0.5039419804626597, 'colsample_bytree': 0.6415158246686569, 'reg_alpha': 0.2872801995095163, 'reg_lambda': 0.599109766157047, 'min_split_gain': 36.319931076774296}
INFO:__main__:Trial 16 - RMSE: 412.888502210378, Hyperparameters: {'n_estimators': 677, 'learning_rate': 0.9051955564594554, 'num_leaves': 94, 'max_depth': 54, 'subsample': 0.8034095676784081, 'colsample_bytree': 0.6295540843528354, 'reg_alpha': 0.43011263314375636, 'reg_lambda': 0.31036481030558805, 'min_split_gain': 75.43109716840061}
INFO:__main__:Trial 17 - RMSE: 275.5696147465111, Hyperparameters: {'n_estimators': 586, 'learning_rate': 0.3325287402581111, 'num_leaves': 130, 'max_depth': 30, 'subsample': 0.525342214220038, 'colsample_bytree': 0.18090160381158676, 'reg_alpha': 0.14119633119006914, 'reg_lambda': 0.5494423273484111, 'min_split_gain': 37.48605926722998}
INFO:__main__:Trial 18 - RMSE: 308.9459698870303, Hyperparameters: {'n_estimators': 797, 'learning_rate': 0.1434085861844664, 'num_leaves': 109, 'max_depth': 65, 'subsample': 0.970106555582583, 'colsample_bytree': 0.011411671723372763, 'reg_alpha': 0.35900062821831025, 'reg_lambda': 0.7239872833522336, 'min_split_gain': 69.90996480843953}
INFO:__main__:Trial 19 - RMSE: 353.85611730224264, Hyperparameters: {'n_estimators': 594, 'learning_rate': 0.5839853328829904, 'num_leaves': 74, 'max_depth': 44, 'subsample': 0.17423211951710288, 'colsample_bytree': 0.6710196789404118, 'reg_alpha': 0.12325363883926738, 'reg_lambda': 0.33836182195135756, 'min_split_gain': 46.4327044885906}
INFO:__main__:Trial 20 - RMSE: 330.38332312740164, Hyperparameters: {'n_estimators': 802, 'learning_rate': 0.7225019723315543, 'num_leaves': 131, 'max_depth': 5, 'subsample': 0.7018379623691138, 'colsample_bytree': 0.5067974634058959, 'reg_alpha': 0.010159147347136799, 'reg_lambda': 0.9947757041025305, 'min_split_gain': 35.29568199483454}
INFO:__main__:Trial 21 - RMSE: 213.29028026171227, Hyperparameters: {'n_estimators': 360, 'learning_rate': 0.029917797714405003, 'num_leaves': 137, 'max_depth': 90, 'subsample': 0.4913340769631712, 'colsample_bytree': 0.8804506883549781, 'reg_alpha': 0.26681842643176695, 'reg_lambda': 0.5678020105898678, 'min_split_gain': 14.20487771164354}
INFO:__main__:Trial 22 - RMSE: 303.2900304470068, Hyperparameters: {'n_estimators': 441, 'learning_rate': 0.1272607331765369, 'num_leaves': 135, 'max_depth': 81, 'subsample': 0.4408002584991431, 'colsample_bytree': 0.9045936515533803, 'reg_alpha': 0.2971660989201827, 'reg_lambda': 0.543700551905907, 'min_split_gain': 10.594001873519126}
INFO:__main__:Trial 23 - RMSE: 230.45873530643857, Hyperparameters: {'n_estimators': 208, 'learning_rate': 0.07645851255278897, 'num_leaves': 108, 'max_depth': 61, 'subsample': 0.6270640922844587, 'colsample_bytree': 0.9141248900327801, 'reg_alpha': 0.19028622963434397, 'reg_lambda': 0.6978144386296534, 'min_split_gain': 30.35784763159789}
INFO:__main__:Trial 24 - RMSE: 198.70098285721798, Hyperparameters: {'n_estimators': 342, 'learning_rate': 0.22673298047458237, 'num_leaves': 2, 'max_depth': 83, 'subsample': 0.559920575277965, 'colsample_bytree': 0.771849916594209, 'reg_alpha': 0.3821691301881063, 'reg_lambda': 0.41252997638066025, 'min_split_gain': 11.166111596112572}
INFO:__main__:Trial 25 - RMSE: 261.47095649283204, Hyperparameters: {'n_estimators': 128, 'learning_rate': 0.26436685499534895, 'num_leaves': 11, 'max_depth': 85, 'subsample': 0.5904755369553556, 'colsample_bytree': 0.7838268909661654, 'reg_alpha': 0.5885803616037826, 'reg_lambda': 0.43877134697929016, 'min_split_gain': 12.54631415868252}
INFO:__main__:Trial 26 - RMSE: 312.39318805489836, Hyperparameters: {'n_estimators': 362, 'learning_rate': 0.1676549680968086, 'num_leaves': 55, 'max_depth': 71, 'subsample': 0.7921900994407507, 'colsample_bytree': 0.717421275267789, 'reg_alpha': 0.40330223677166954, 'reg_lambda': 0.36878764346713927, 'min_split_gain': 8.358888573769079}
INFO:__main__:Trial 27 - RMSE: 203.97026721281904, Hyperparameters: {'n_estimators': 496, 'learning_rate': 0.368549128981456, 'num_leaves': 2, 'max_depth': 86, 'subsample': 0.40767545416704865, 'colsample_bytree': 0.9391807743167179, 'reg_alpha': 0.5408798795394335, 'reg_lambda': 0.2106696531967663, 'min_split_gain': 16.596447543347427}
INFO:__main__:Trial 28 - RMSE: 307.26270641051786, Hyperparameters: {'n_estimators': 491, 'learning_rate': 0.3666780110331951, 'num_leaves': 8, 'max_depth': 82, 'subsample': 0.21690804104640754, 'colsample_bytree': 0.9545952068750158, 'reg_alpha': 0.5493719593593289, 'reg_lambda': 0.21380038332357743, 'min_split_gain': 27.115741187488197}
INFO:__main__:Trial 29 - RMSE: 341.245374699161, Hyperparameters: {'n_estimators': 540, 'learning_rate': 0.5904172574081951, 'num_leaves': 22, 'max_depth': 99, 'subsample': 0.4074716784750889, 'colsample_bytree': 0.5657946678889643, 'reg_alpha': 0.6609337972700275, 'reg_lambda': 0.22513010346990375, 'min_split_gain': 1.1613171161520395}
INFO:__main__:Trial 30 - RMSE: 345.6570247291669, Hyperparameters: {'n_estimators': 443, 'learning_rate': 0.5061540738104857, 'num_leaves': 36, 'max_depth': 25, 'subsample': 0.8799475449421257, 'colsample_bytree': 0.8007883493864667, 'reg_alpha': 0.8485165217406085, 'reg_lambda': 0.49642920893172504, 'min_split_gain': 69.21376944993114}
INFO:__main__:Trial 31 - RMSE: 253.64999223683665, Hyperparameters: {'n_estimators': 342, 'learning_rate': 0.20444316969628984, 'num_leaves': 3, 'max_depth': 90, 'subsample': 0.4548943317382367, 'colsample_bytree': 0.9181451006757407, 'reg_alpha': 0.48040417643052497, 'reg_lambda': 0.38878433768616594, 'min_split_gain': 15.974677166578168}
INFO:__main__:Trial 32 - RMSE: 331.8215794248174, Hyperparameters: {'n_estimators': 209, 'learning_rate': 0.35416276822197257, 'num_leaves': 141, 'max_depth': 84, 'subsample': 0.5702115404005763, 'colsample_bytree': 0.8596757686396752, 'reg_alpha': 0.38660827059775976, 'reg_lambda': 0.5047770811732775, 'min_split_gain': 20.288062375754258}
INFO:__main__:Trial 33 - RMSE: 193.75657891685313, Hyperparameters: {'n_estimators': 411, 'learning_rate': 0.09178948143816543, 'num_leaves': 2, 'max_depth': 77, 'subsample': 0.3746393944942992, 'colsample_bytree': 0.7421372872740862, 'reg_alpha': 0.09719596333258218, 'reg_lambda': 0.17824416283502237, 'min_split_gain': 10.391640380195849}
INFO:__main__:Trial 34 - RMSE: 304.7597425104062, Hyperparameters: {'n_estimators': 437, 'learning_rate': 0.21909500597404707, 'num_leaves': 30, 'max_depth': 70, 'subsample': 0.3705254508867776, 'colsample_bytree': 0.7237754429390478, 'reg_alpha': 0.11353826416385315, 'reg_lambda': 0.20515038190126586, 'min_split_gain': 7.898727052214758}
INFO:__main__:Trial 35 - RMSE: 200.80667859431904, Hyperparameters: {'n_estimators': 261, 'learning_rate': 0.3054190933335196, 'num_leaves': 2, 'max_depth': 79, 'subsample': 0.02143030648735278, 'colsample_bytree': 0.6824473404897583, 'reg_alpha': 0.0706836469913979, 'reg_lambda': 0.1837470365954428, 'min_split_gain': 30.7828795778781}
